Entity,ISO3,Date,Total confirmed cases of COVID-19 (cases)
Brazil,BRA,4/18/20,33682
Brazil,BRA,4/19/20,36599
British Virgin Islands,VGB,3/27/20,2
British Virgin Islands,VGB,3/28/20,2
British Virgin Islands,VGB,3/29/20,2
British Virgin Islands,VGB,3/30/20,2
British Virgin Islands,VGB,3/31/20,3
British Virgin Islands,VGB,4/1/20,3
British Virgin Islands,VGB,4/2/20,3
British Virgin Islands,VGB,4/3/20,3
British Virgin Islands,VGB,4/4/20,3
British Virgin Islands,VGB,4/5/20,3
British Virgin Islands,VGB,4/6/20,3
British Virgin Islands,VGB,4/7/20,3
British Virgin Islands,VGB,4/8/20,3
British Virgin Islands,VGB,4/9/20,3
British Virgin Islands,VGB,4/10/20,3
British Virgin Islands,VGB,4/11/20,3
British Virgin Islands,VGB,4/12/20,3
British Virgin Islands,VGB,4/13/20,3
British Virgin Islands,VGB,4/14/20,3
British Virgin Islands,VGB,4/15/20,3
British Virgin Islands,VGB,4/16/20,3
British Virgin Islands,VGB,4/17/20,3
British Virgin Islands,VGB,4/18/20,3
British Virgin Islands,VGB,4/19/20,3
Brunei,BRN,3/10/20,1
Brunei,BRN,3/12/20,11
Brunei,BRN,3/13/20,25
Brunei,BRN,3/14/20,37
Brunei,BRN,3/15/20,40
Brunei,BRN,3/16/20,50
Brunei,BRN,3/17/20,54
Brunei,BRN,3/18/20,56
Brunei,BRN,3/19/20,68
Brunei,BRN,3/20/20,73
Brunei,BRN,3/21/20,78
Brunei,BRN,3/22/20,83
Brunei,BRN,3/23/20,88
Brunei,BRN,3/24/20,91
Brunei,BRN,3/25/20,104
Brunei,BRN,3/26/20,107
Brunei,BRN,3/27/20,114
Brunei,BRN,3/28/20,115
Brunei,BRN,3/29/20,120
Brunei,BRN,3/30/20,126
Brunei,BRN,3/31/20,127
Brunei,BRN,4/1/20,129
Brunei,BRN,4/2/20,131
Brunei,BRN,4/3/20,133
Brunei,BRN,4/4/20,133
Brunei,BRN,4/5/20,135
Brunei,BRN,4/6/20,135
Brunei,BRN,4/7/20,135
Brunei,BRN,4/8/20,135
Brunei,BRN,4/9/20,135
Brunei,BRN,4/10/20,135
Brunei,BRN,4/11/20,136
Brunei,BRN,4/12/20,136
Brunei,BRN,4/13/20,136
Brunei,BRN,4/14/20,136
Brunei,BRN,4/15/20,136
Brunei,BRN,4/16/20,136
Brunei,BRN,4/17/20,136
Brunei,BRN,4/18/20,136
Brunei,BRN,4/19/20,137
Bulgaria,BGR,3/8/20,2
Bulgaria,BGR,3/9/20,4
Bulgaria,BGR,3/12/20,7
Bulgaria,BGR,3/13/20,23
Bulgaria,BGR,3/14/20,31
Bulgaria,BGR,3/15/20,41
Bulgaria,BGR,3/16/20,51
Bulgaria,BGR,3/17/20,62
Bulgaria,BGR,3/18/20,81
Bulgaria,BGR,3/19/20,92
Bulgaria,BGR,3/20/20,105
Bulgaria,BGR,3/21/20,127
Bulgaria,BGR,3/22/20,163
Bulgaria,BGR,3/23/20,185
Bulgaria,BGR,3/24/20,201
Bulgaria,BGR,3/25/20,220
Bulgaria,BGR,3/26/20,242
Bulgaria,BGR,3/27/20,264
Bulgaria,BGR,3/28/20,293
Bulgaria,BGR,3/29/20,331
Bulgaria,BGR,3/30/20,346
Bulgaria,BGR,3/31/20,359
Bulgaria,BGR,4/1/20,399
Bulgaria,BGR,4/2/20,422
Bulgaria,BGR,4/3/20,457
Bulgaria,BGR,4/4/20,485
Bulgaria,BGR,4/5/20,503
Bulgaria,BGR,4/6/20,531
Bulgaria,BGR,4/7/20,549
Bulgaria,BGR,4/8/20,577
Bulgaria,BGR,4/9/20,593
Bulgaria,BGR,4/10/20,624
Bulgaria,BGR,4/11/20,635
Bulgaria,BGR,4/12/20,661
Bulgaria,BGR,4/13/20,675
Bulgaria,BGR,4/14/20,685
Bulgaria,BGR,4/15/20,713
Bulgaria,BGR,4/16/20,747
Bulgaria,BGR,4/17/20,800
Bulgaria,BGR,4/18/20,846
Bulgaria,BGR,4/19/20,878
Burkina Faso,BFA,3/11/20,2
Burkina Faso,BFA,3/12/20,2
Burkina Faso,BFA,3/15/20,3
Burkina Faso,BFA,3/16/20,3
Burkina Faso,BFA,3/17/20,20
Burkina Faso,BFA,3/18/20,20
Burkina Faso,BFA,3/19/20,26
Burkina Faso,BFA,3/20/20,33
Burkina Faso,BFA,3/21/20,40
Burkina Faso,BFA,3/22/20,64
Burkina Faso,BFA,3/23/20,64
Burkina Faso,BFA,3/24/20,75
Burkina Faso,BFA,3/25/20,99
Burkina Faso,BFA,3/26/20,114
Burkina Faso,BFA,3/27/20,146
Burkina Faso,BFA,3/28/20,146
Burkina Faso,BFA,3/29/20,180
Burkina Faso,BFA,3/30/20,180
Burkina Faso,BFA,3/31/20,222
Burkina Faso,BFA,4/1/20,246
Burkina Faso,BFA,4/2/20,261
Burkina Faso,BFA,4/3/20,288
Burkina Faso,BFA,4/4/20,288
Burkina Faso,BFA,4/5/20,302
Burkina Faso,BFA,4/6/20,345
Burkina Faso,BFA,4/7/20,364
Burkina Faso,BFA,4/8/20,384
Burkina Faso,BFA,4/9/20,414
Burkina Faso,BFA,4/10/20,443
Burkina Faso,BFA,4/11/20,448
Burkina Faso,BFA,4/12/20,484
Burkina Faso,BFA,4/13/20,497
Burkina Faso,BFA,4/14/20,515
Burkina Faso,BFA,4/15/20,528
Burkina Faso,BFA,4/16/20,542
Burkina Faso,BFA,4/17/20,543
Burkina Faso,BFA,4/18/20,557
Burkina Faso,BFA,4/19/20,565
Burundi,BDI,4/1/20,2
Burundi,BDI,4/2/20,2
Burundi,BDI,4/3/20,3
Burundi,BDI,4/4/20,3
Burundi,BDI,4/5/20,3
Burundi,BDI,4/6/20,3
Burundi,BDI,4/7/20,3
Burundi,BDI,4/8/20,3
Burundi,BDI,4/9/20,3
Burundi,BDI,4/10/20,3
Burundi,BDI,4/11/20,3
Burundi,BDI,4/12/20,5
Burundi,BDI,4/13/20,5
Burundi,BDI,4/14/20,5
Burundi,BDI,4/15/20,5
Burundi,BDI,4/16/20,5
Burundi,BDI,4/17/20,5
Burundi,BDI,4/18/20,6
Burundi,BDI,4/19/20,6
Cambodia,KHM,12/31/19,0
Cambodia,KHM,1/1/20,0
Cambodia,KHM,1/2/20,0
Cambodia,KHM,1/3/20,0
Cambodia,KHM,1/4/20,0
Cambodia,KHM,1/5/20,0
Cambodia,KHM,1/6/20,0
Cambodia,KHM,1/7/20,0
Cambodia,KHM,1/8/20,0
Cambodia,KHM,1/9/20,0
Cambodia,KHM,1/10/20,0
Cambodia,KHM,1/11/20,0
Cambodia,KHM,1/12/20,0
Cambodia,KHM,1/13/20,0
Cambodia,KHM,1/14/20,0
Cambodia,KHM,1/15/20,0
Cambodia,KHM,1/16/20,0
Cambodia,KHM,1/17/20,0
Cambodia,KHM,1/18/20,0
Cambodia,KHM,1/19/20,0
Cambodia,KHM,1/20/20,0
Cambodia,KHM,1/21/20,0
Cambodia,KHM,1/22/20,0
Cambodia,KHM,1/23/20,0
Cambodia,KHM,1/24/20,0
Cambodia,KHM,1/25/20,0
Cambodia,KHM,1/26/20,0
Cambodia,KHM,1/27/20,0
Cambodia,KHM,1/28/20,1
Cambodia,KHM,1/29/20,1
Cambodia,KHM,1/30/20,1
Cambodia,KHM,1/31/20,1
Cambodia,KHM,2/1/20,1
Cambodia,KHM,2/2/20,1
Cambodia,KHM,2/3/20,1
Cambodia,KHM,2/4/20,1
Cambodia,KHM,2/5/20,1
Cambodia,KHM,2/6/20,1
Cambodia,KHM,2/7/20,1
Cambodia,KHM,2/8/20,1
Cambodia,KHM,2/9/20,1
Cambodia,KHM,2/10/20,1
Cambodia,KHM,2/11/20,1
Cambodia,KHM,2/12/20,1
Cambodia,KHM,2/13/20,1
Cambodia,KHM,2/14/20,1
Cambodia,KHM,2/15/20,1
Cambodia,KHM,2/16/20,1
Cambodia,KHM,2/17/20,1
Cambodia,KHM,2/18/20,1
Cambodia,KHM,2/19/20,1
Cambodia,KHM,2/20/20,1
Cambodia,KHM,2/21/20,1
Cambodia,KHM,2/22/20,1
Cambodia,KHM,2/23/20,1
Cambodia,KHM,2/24/20,1
Cambodia,KHM,2/25/20,1
Cambodia,KHM,2/26/20,1
Cambodia,KHM,2/27/20,1
Cambodia,KHM,2/28/20,1
Cambodia,KHM,2/29/20,1
Cambodia,KHM,3/1/20,1
Cambodia,KHM,3/2/20,1
Cambodia,KHM,3/8/20,2
Cambodia,KHM,3/12/20,3
Cambodia,KHM,3/13/20,5
Cambodia,KHM,3/15/20,7
Cambodia,KHM,3/16/20,12
Cambodia,KHM,3/17/20,24
Cambodia,KHM,3/18/20,24
Cambodia,KHM,3/19/20,24
Cambodia,KHM,3/20/20,24
Cambodia,KHM,3/21/20,47
Cambodia,KHM,3/22/20,51
Cambodia,KHM,3/23/20,86
Cambodia,KHM,3/24/20,87
Cambodia,KHM,3/25/20,91
Cambodia,KHM,3/26/20,96
Cambodia,KHM,3/27/20,98
Cambodia,KHM,3/28/20,102
Cambodia,KHM,3/29/20,103
Cambodia,KHM,3/30/20,107
Cambodia,KHM,3/31/20,109
Cambodia,KHM,4/1/20,109
Cambodia,KHM,4/2/20,110
Cambodia,KHM,4/3/20,114
Cambodia,KHM,4/4/20,114
Cambodia,KHM,4/5/20,114
Cambodia,KHM,4/6/20,114
Cambodia,KHM,4/7/20,115
Cambodia,KHM,4/8/20,117
Cambodia,KHM,4/9/20,118
Cambodia,KHM,4/10/20,119
Cambodia,KHM,4/11/20,120
Cambodia,KHM,4/12/20,122
Cambodia,KHM,4/13/20,122
Cambodia,KHM,4/14/20,122
Cambodia,KHM,4/15/20,122
Cambodia,KHM,4/16/20,122
Cambodia,KHM,4/17/20,122
Cambodia,KHM,4/18/20,122
Cambodia,KHM,4/19/20,122
Cameroon,CMR,3/7/20,1
Cameroon,CMR,3/9/20,2
Cameroon,CMR,3/15/20,3
Cameroon,CMR,3/16/20,4
Cameroon,CMR,3/17/20,4
Cameroon,CMR,3/18/20,10
Cameroon,CMR,3/19/20,10
Cameroon,CMR,3/20/20,14
Cameroon,CMR,3/21/20,27
Cameroon,CMR,3/22/20,27
Cameroon,CMR,3/23/20,27
Cameroon,CMR,3/24/20,56
Cameroon,CMR,3/25/20,72
Cameroon,CMR,3/26/20,72
Cameroon,CMR,3/27/20,88
Cameroon,CMR,3/28/20,88
Cameroon,CMR,3/29/20,99
Cameroon,CMR,3/30/20,99
Cameroon,CMR,3/31/20,142
Cameroon,CMR,4/1/20,193
Cameroon,CMR,4/2/20,233
Cameroon,CMR,4/3/20,271
Cameroon,CMR,4/4/20,509
Cameroon,CMR,4/5/20,555
Cameroon,CMR,4/6/20,650
Cameroon,CMR,4/7/20,658
Cameroon,CMR,4/8/20,685
Cameroon,CMR,4/9/20,730
Cameroon,CMR,4/10/20,730
Cameroon,CMR,4/11/20,803
Cameroon,CMR,4/12/20,820
Cameroon,CMR,4/13/20,820
Cameroon,CMR,4/14/20,820
Cameroon,CMR,4/15/20,855
Cameroon,CMR,4/16/20,855
Cameroon,CMR,4/17/20,855
Cameroon,CMR,4/18/20,1016
Cameroon,CMR,4/19/20,1016
Canada,CAN,12/31/19,0
Canada,CAN,1/1/20,0
Canada,CAN,1/2/20,0
Canada,CAN,1/3/20,0
Canada,CAN,1/4/20,0
Canada,CAN,1/5/20,0
Canada,CAN,1/6/20,0
Canada,CAN,1/7/20,0
Canada,CAN,1/8/20,0
Canada,CAN,1/9/20,0
Canada,CAN,1/10/20,0
Canada,CAN,1/11/20,0
Canada,CAN,1/12/20,0
Canada,CAN,1/13/20,0
Canada,CAN,1/14/20,0
Canada,CAN,1/15/20,0
Canada,CAN,1/16/20,0
Canada,CAN,1/17/20,0
Canada,CAN,1/18/20,0
Canada,CAN,1/19/20,0
Canada,CAN,1/20/20,0
Canada,CAN,1/21/20,0
Canada,CAN,1/22/20,0
Canada,CAN,1/23/20,0
Canada,CAN,1/24/20,0
Canada,CAN,1/25/20,0
Canada,CAN,1/26/20,1
Canada,CAN,1/27/20,1
Canada,CAN,1/28/20,2
Canada,CAN,1/29/20,3
Canada,CAN,1/30/20,3
Canada,CAN,1/31/20,3
Canada,CAN,2/1/20,4
Canada,CAN,2/2/20,4
Canada,CAN,2/3/20,4
Canada,CAN,2/4/20,4
Canada,CAN,2/5/20,5
Canada,CAN,2/6/20,5
Canada,CAN,2/7/20,7
Canada,CAN,2/8/20,7
Canada,CAN,2/9/20,7
Canada,CAN,2/10/20,7
Canada,CAN,2/11/20,7
Canada,CAN,2/12/20,7
Canada,CAN,2/13/20,7
Canada,CAN,2/14/20,7
Canada,CAN,2/15/20,8
Canada,CAN,2/16/20,8
Canada,CAN,2/17/20,8
Canada,CAN,2/18/20,8
Canada,CAN,2/19/20,8
Canada,CAN,2/20/20,8
Canada,CAN,2/21/20,9
Canada,CAN,2/22/20,9
Canada,CAN,2/23/20,9
Canada,CAN,2/24/20,9
Canada,CAN,2/25/20,11
Canada,CAN,2/26/20,11
Canada,CAN,2/27/20,12
Canada,CAN,2/28/20,14
Canada,CAN,2/29/20,16
Canada,CAN,3/1/20,20
Canada,CAN,3/2/20,24
Canada,CAN,3/3/20,27
Canada,CAN,3/4/20,30
Canada,CAN,3/5/20,33
Canada,CAN,3/6/20,45
Canada,CAN,3/7/20,51
Canada,CAN,3/8/20,57
Canada,CAN,3/9/20,62
Canada,CAN,3/10/20,77
Canada,CAN,3/11/20,93
Canada,CAN,3/12/20,103
Canada,CAN,3/13/20,138
Canada,CAN,3/14/20,176
Canada,CAN,3/15/20,244
Canada,CAN,3/16/20,304
Canada,CAN,3/17/20,424
Canada,CAN,3/18/20,569
Canada,CAN,3/19/20,690
Canada,CAN,3/20/20,846
Canada,CAN,3/21/20,971
Canada,CAN,3/22/20,1302
Canada,CAN,3/23/20,1430
Canada,CAN,3/24/20,1646
Canada,CAN,3/25/20,1959
Canada,CAN,3/26/20,3385
Canada,CAN,3/27/20,4018
Canada,CAN,3/28/20,4675
Canada,CAN,3/29/20,5386
Canada,CAN,3/30/20,6255
Canada,CAN,3/31/20,7424
Canada,CAN,4/1/20,8536
Canada,CAN,4/2/20,9595
Canada,CAN,4/3/20,11268
Canada,CAN,4/4/20,12519
Canada,CAN,4/5/20,13882
Canada,CAN,4/6/20,15496
Canada,CAN,4/7/20,16653
Canada,CAN,4/8/20,17883
Canada,CAN,4/9/20,19274
Canada,CAN,4/10/20,20748
Canada,CAN,4/11/20,22133
Canada,CAN,4/12/20,23301
Canada,CAN,4/13/20,24365
Canada,CAN,4/14/20,25663
Canada,CAN,4/15/20,27046
Canada,CAN,4/16/20,28364
Canada,CAN,4/17/20,30081
Canada,CAN,4/18/20,31872
Canada,CAN,4/19/20,33341
Cape Verde,CPV,3/21/20,2
Cape Verde,CPV,3/22/20,3
Cape Verde,CPV,3/23/20,3
Cape Verde,CPV,3/24/20,3
Cape Verde,CPV,3/25/20,3
Cape Verde,CPV,3/26/20,4
Cape Verde,CPV,3/27/20,5
Cape Verde,CPV,3/28/20,5
Cape Verde,CPV,3/29/20,5
Cape Verde,CPV,3/30/20,5
Cape Verde,CPV,3/31/20,5
Cape Verde,CPV,4/1/20,6
Cape Verde,CPV,4/2/20,6
Cape Verde,CPV,4/3/20,6
Cape Verde,CPV,4/4/20,6
Cape Verde,CPV,4/5/20,7
Cape Verde,CPV,4/6/20,7
Cape Verde,CPV,4/7/20,7
Cape Verde,CPV,4/8/20,7
Cape Verde,CPV,4/9/20,7
Cape Verde,CPV,4/10/20,7
Cape Verde,CPV,4/11/20,7
Cape Verde,CPV,4/12/20,8
Cape Verde,CPV,4/13/20,10
Cape Verde,CPV,4/14/20,10
Cape Verde,CPV,4/15/20,11
Cape Verde,CPV,4/16/20,55
Cape Verde,CPV,4/17/20,55
Cape Verde,CPV,4/18/20,56
Cape Verde,CPV,4/19/20,58
Cayman Islands,CYM,3/20/20,1
Cayman Islands,CYM,3/21/20,3
Cayman Islands,CYM,3/22/20,3
Cayman Islands,CYM,3/23/20,3
Cayman Islands,CYM,3/24/20,3
Cayman Islands,CYM,3/25/20,3
Cayman Islands,CYM,3/26/20,3
Cayman Islands,CYM,3/27/20,6
Cayman Islands,CYM,3/28/20,8
Cayman Islands,CYM,3/29/20,8
Cayman Islands,CYM,3/30/20,8
Cayman Islands,CYM,3/31/20,12
Cayman Islands,CYM,4/1/20,14
Cayman Islands,CYM,4/2/20,22
Cayman Islands,CYM,4/3/20,28
Cayman Islands,CYM,4/4/20,29
Cayman Islands,CYM,4/5/20,35
Cayman Islands,CYM,4/6/20,39
Cayman Islands,CYM,4/7/20,39
Cayman Islands,CYM,4/8/20,45
Cayman Islands,CYM,4/9/20,45
Cayman Islands,CYM,4/10/20,45
Cayman Islands,CYM,4/11/20,45
Cayman Islands,CYM,4/12/20,53
Cayman Islands,CYM,4/13/20,53
Cayman Islands,CYM,4/14/20,53
Cayman Islands,CYM,4/15/20,54
Cayman Islands,CYM,4/16/20,60
Cayman Islands,CYM,4/17/20,61
Cayman Islands,CYM,4/18/20,61
Cayman Islands,CYM,4/19/20,61
Central African Republic,CAF,3/16/20,1
Central African Republic,CAF,3/17/20,1
Central African Republic,CAF,3/18/20,1
Central African Republic,CAF,3/19/20,1
Central African Republic,CAF,3/20/20,1
Central African Republic,CAF,3/21/20,1
Central African Republic,CAF,3/22/20,3
Central African Republic,CAF,3/23/20,4
Central African Republic,CAF,3/24/20,4
Central African Republic,CAF,3/25/20,4
Central African Republic,CAF,3/26/20,4
Central African Republic,CAF,3/27/20,5
Central African Republic,CAF,3/28/20,5
Central African Republic,CAF,3/29/20,6
Central African Republic,CAF,3/30/20,6
Central African Republic,CAF,3/31/20,6
Central African Republic,CAF,4/1/20,6
Central African Republic,CAF,4/2/20,8
Central African Republic,CAF,4/3/20,8
Central African Republic,CAF,4/4/20,8
Central African Republic,CAF,4/5/20,9
Central African Republic,CAF,4/6/20,9
Central African Republic,CAF,4/7/20,9
Central African Republic,CAF,4/8/20,9
Central African Republic,CAF,4/9/20,10
Central African Republic,CAF,4/10/20,11
Central African Republic,CAF,4/11/20,11
Central African Republic,CAF,4/12/20,11
Central African Republic,CAF,4/13/20,11
Central African Republic,CAF,4/14/20,11
Central African Republic,CAF,4/15/20,11
Central African Republic,CAF,4/16/20,11
Central African Republic,CAF,4/17/20,12
Central African Republic,CAF,4/18/20,12
Central African Republic,CAF,4/19/20,12
Chad,TCD,3/20/20,1
Chad,TCD,3/21/20,1
Chad,TCD,3/22/20,2
Chad,TCD,3/23/20,2
Chad,TCD,3/24/20,2
Chad,TCD,3/25/20,3
Chad,TCD,3/26/20,3
Chad,TCD,3/27/20,5
Chad,TCD,3/28/20,5
Chad,TCD,3/29/20,5
Chad,TCD,3/30/20,5
Chad,TCD,3/31/20,7
Chad,TCD,4/1/20,7
Chad,TCD,4/2/20,7
Chad,TCD,4/3/20,7
Chad,TCD,4/4/20,7
Chad,TCD,4/5/20,8
Chad,TCD,4/6/20,9
Chad,TCD,4/7/20,9
Chad,TCD,4/8/20,9
Chad,TCD,4/9/20,10
Chad,TCD,4/10/20,11
Chad,TCD,4/11/20,11
Chad,TCD,4/12/20,11
Chad,TCD,4/13/20,15
Chad,TCD,4/14/20,23
Chad,TCD,4/15/20,23
Chad,TCD,4/16/20,27
Chad,TCD,4/17/20,27
Chad,TCD,4/18/20,33
Chad,TCD,4/19/20,33
Chile,CHL,3/4/20,1
Chile,CHL,3/5/20,3
Chile,CHL,3/6/20,4
Chile,CHL,3/7/20,5
Chile,CHL,3/9/20,10
Chile,CHL,3/10/20,13
Chile,CHL,3/11/20,17
Chile,CHL,3/12/20,23
Chile,CHL,3/13/20,33
Chile,CHL,3/14/20,43
Chile,CHL,3/15/20,61
Chile,CHL,3/16/20,75
Chile,CHL,3/17/20,156
Chile,CHL,3/18/20,201
Chile,CHL,3/19/20,238
Chile,CHL,3/20/20,342
Chile,CHL,3/21/20,434
Chile,CHL,3/22/20,537
Chile,CHL,3/23/20,632
Chile,CHL,3/24/20,746
Chile,CHL,3/25/20,922
Chile,CHL,3/26/20,1142
Chile,CHL,3/27/20,1306
Chile,CHL,3/28/20,1610
Chile,CHL,3/29/20,1909
Chile,CHL,3/30/20,2139
Chile,CHL,3/31/20,2449
Chile,CHL,4/1/20,2738
Chile,CHL,4/2/20,3031
Chile,CHL,4/3/20,3404
Chile,CHL,4/4/20,3737
Chile,CHL,4/5/20,4161
Chile,CHL,4/6/20,4471
Chile,CHL,4/7/20,4815
Chile,CHL,4/8/20,5116
Chile,CHL,4/9/20,5546
Chile,CHL,4/10/20,5972
Chile,CHL,4/11/20,6501
Chile,CHL,4/12/20,6927
Chile,CHL,4/13/20,7213
Chile,CHL,4/14/20,7525
Chile,CHL,4/15/20,7917
Chile,CHL,4/16/20,8273
Chile,CHL,4/17/20,8807
Chile,CHL,4/18/20,9252
Chile,CHL,4/19/20,9730
China,CHN,12/31/19,27
China,CHN,1/1/20,27
China,CHN,1/2/20,27
China,CHN,1/3/20,44
China,CHN,1/4/20,44
China,CHN,1/5/20,59
China,CHN,1/6/20,59
China,CHN,1/7/20,59
China,CHN,1/8/20,59
China,CHN,1/9/20,59
China,CHN,1/10/20,59
China,CHN,1/11/20,59
China,CHN,1/12/20,59
China,CHN,1/13/20,59
China,CHN,1/14/20,59
China,CHN,1/15/20,59
China,CHN,1/16/20,59
China,CHN,1/17/20,63
China,CHN,1/18/20,80
China,CHN,1/19/20,216
China,CHN,1/20/20,235
China,CHN,1/21/20,386
China,CHN,1/22/20,526
China,CHN,1/23/20,623
China,CHN,1/24/20,882
China,CHN,1/25/20,1323
China,CHN,1/26/20,1988
China,CHN,1/27/20,2775
China,CHN,1/28/20,4528
China,CHN,1/29/20,5994
China,CHN,1/30/20,7734
China,CHN,1/31/20,9714
China,CHN,2/1/20,11809
China,CHN,2/2/20,14399
China,CHN,2/3/20,17211
China,CHN,2/4/20,20448
China,CHN,2/5/20,24320
China,CHN,2/6/20,28047
China,CHN,2/7/20,31207
China,CHN,2/8/20,34625
China,CHN,2/9/20,37232
China,CHN,2/10/20,40206
China,CHN,2/11/20,42696
China,CHN,2/12/20,44724
China,CHN,2/13/20,59865
China,CHN,2/14/20,64021
China,CHN,2/15/20,66559
China,CHN,2/16/20,68566
China,CHN,2/17/20,70618
China,CHN,2/18/20,72508
China,CHN,2/19/20,74258
China,CHN,2/20/20,74652
China,CHN,2/21/20,75543
China,CHN,2/22/20,76369
China,CHN,2/23/20,77016
China,CHN,2/24/20,77234
China,CHN,2/25/20,77749
China,CHN,2/26/20,78159
China,CHN,2/27/20,78598
China,CHN,2/28/20,78927
China,CHN,2/29/20,79355
China,CHN,3/1/20,79929
China,CHN,3/2/20,80134
China,CHN,3/3/20,80261
China,CHN,3/4/20,80380
China,CHN,3/5/20,80497
China,CHN,3/6/20,80667
China,CHN,3/7/20,80768
China,CHN,3/8/20,80814
China,CHN,3/9/20,80859
China,CHN,3/10/20,80879
China,CHN,3/11/20,80908
China,CHN,3/12/20,80932
China,CHN,3/13/20,80954
China,CHN,3/14/20,80973
China,CHN,3/15/20,80995
China,CHN,3/16/20,81020
China,CHN,3/17/20,81063
China,CHN,3/18/20,81086
China,CHN,3/19/20,81130
China,CHN,3/20/20,81229
China,CHN,3/21/20,81281
China,CHN,3/22/20,81346
China,CHN,3/23/20,81484
China,CHN,3/24/20,81553
China,CHN,3/25/20,81631
China,CHN,3/26/20,81733
China,CHN,3/27/20,81827
China,CHN,3/28/20,81946
China,CHN,3/29/20,82059
China,CHN,3/30/20,82157
China,CHN,3/31/20,82241
China,CHN,4/1/20,82295
China,CHN,4/2/20,82395
China,CHN,4/3/20,82465
China,CHN,4/4/20,82527
China,CHN,4/5/20,82575
China,CHN,4/6/20,82642
China,CHN,4/7/20,82698
China,CHN,4/8/20,82784
China,CHN,4/9/20,82870
China,CHN,4/10/20,82925
China,CHN,4/11/20,83004
China,CHN,4/12/20,83097
China,CHN,4/13/20,83209
China,CHN,4/14/20,83303
China,CHN,4/15/20,83352
China,CHN,4/16/20,83402
China,CHN,4/17/20,83754
China,CHN,4/18/20,83785
China,CHN,4/19/20,83803
Colombia,COL,3/7/20,1
Colombia,COL,3/10/20,3
Colombia,COL,3/12/20,9
Colombia,COL,3/14/20,16
Colombia,COL,3/15/20,34
Colombia,COL,3/16/20,45
Colombia,COL,3/17/20,57
Colombia,COL,3/18/20,65
Colombia,COL,3/19/20,102
Colombia,COL,3/20/20,128
Colombia,COL,3/21/20,158
Colombia,COL,3/22/20,210
Colombia,COL,3/23/20,235
Colombia,COL,3/24/20,306
Colombia,COL,3/25/20,378
Colombia,COL,3/26/20,470
Colombia,COL,3/27/20,491
Colombia,COL,3/28/20,539
Colombia,COL,3/29/20,608
Colombia,COL,3/30/20,702
Colombia,COL,3/31/20,798
Colombia,COL,4/1/20,906
Colombia,COL,4/2/20,1065
Colombia,COL,4/3/20,1161
Colombia,COL,4/4/20,1267
Colombia,COL,4/5/20,1406
Colombia,COL,4/6/20,1485
Colombia,COL,4/7/20,1579
Colombia,COL,4/8/20,1780
Colombia,COL,4/9/20,2054
Colombia,COL,4/10/20,2223
Colombia,COL,4/11/20,2473
Colombia,COL,4/12/20,2709
Colombia,COL,4/13/20,2776
Colombia,COL,4/14/20,2852
Colombia,COL,4/15/20,2979
Colombia,COL,4/16/20,3105
Colombia,COL,4/17/20,3233
Colombia,COL,4/18/20,3439
Colombia,COL,4/19/20,3621
Congo,COG,3/16/20,1
Congo,COG,3/17/20,1
Congo,COG,3/18/20,1
Congo,COG,3/19/20,3
Congo,COG,3/20/20,3
Congo,COG,3/21/20,3
Congo,COG,3/22/20,4
Congo,COG,3/23/20,4
Congo,COG,3/24/20,4
Congo,COG,3/25/20,4
Congo,COG,3/26/20,4
Congo,COG,3/27/20,4
Congo,COG,3/28/20,4
Congo,COG,3/29/20,19
Congo,COG,3/30/20,19
Congo,COG,3/31/20,19
Congo,COG,4/1/20,22
Congo,COG,4/2/20,22
Congo,COG,4/3/20,41
Congo,COG,4/4/20,41
Congo,COG,4/5/20,45
Congo,COG,4/6/20,45
Congo,COG,4/7/20,45
Congo,COG,4/8/20,45
Congo,COG,4/9/20,60
Congo,COG,4/10/20,60
Congo,COG,4/11/20,60
Congo,COG,4/12/20,60
Congo,COG,4/13/20,70
Congo,COG,4/14/20,70
Congo,COG,4/15/20,74
Congo,COG,4/16/20,117
Congo,COG,4/17/20,117
Congo,COG,4/18/20,143
Congo,COG,4/19/20,143
Costa Rica,CRI,3/7/20,1
Costa Rica,CRI,3/9/20,5
Costa Rica,CRI,3/10/20,9
Costa Rica,CRI,3/11/20,13
Costa Rica,CRI,3/12/20,22
Costa Rica,CRI,3/13/20,23
Costa Rica,CRI,3/14/20,26
Costa Rica,CRI,3/15/20,27
Costa Rica,CRI,3/16/20,35
Costa Rica,CRI,3/17/20,41
Costa Rica,CRI,3/18/20,50
Costa Rica,CRI,3/19/20,69
Costa Rica,CRI,3/20/20,87
Costa Rica,CRI,3/21/20,113
Costa Rica,CRI,3/22/20,117
Costa Rica,CRI,3/23/20,134
Costa Rica,CRI,3/24/20,158
Costa Rica,CRI,3/25/20,177
Costa Rica,CRI,3/26/20,201
Costa Rica,CRI,3/27/20,231
Costa Rica,CRI,3/28/20,263
Costa Rica,CRI,3/29/20,295
Costa Rica,CRI,3/30/20,314
Costa Rica,CRI,3/31/20,330
Costa Rica,CRI,4/1/20,347
Costa Rica,CRI,4/2/20,375
Costa Rica,CRI,4/3/20,396
Costa Rica,CRI,4/4/20,416
Costa Rica,CRI,4/5/20,435
Costa Rica,CRI,4/6/20,454
Costa Rica,CRI,4/7/20,467
Costa Rica,CRI,4/8/20,483
