Entity,ISO3,Date, (cases per million),Days since the total confirmed cases per million people reached 1 (days)
Libya,LBY,4/9/20,3.056196023,10
Libya,LBY,4/10/20,3.492795454,11
Libya,LBY,4/11/20,3.492795454,12
Libya,LBY,4/12/20,3.638328598,13
Libya,LBY,4/13/20,3.638328598,14
Libya,LBY,4/14/20,3.783861742,15
Libya,LBY,4/15/20,5.093660038,16
Libya,LBY,4/16/20,6.985590909,17
Libya,LBY,4/17/20,7.131124053,18
Libya,LBY,4/18/20,7.131124053,19
Libya,LBY,4/19/20,7.131124053,20
Liechtenstein,LIE,3/5/20,26.22125495,0
Liechtenstein,LIE,3/6/20,,1
Liechtenstein,LIE,3/7/20,,2
Liechtenstein,LIE,3/8/20,,3
Liechtenstein,LIE,3/9/20,,4
Liechtenstein,LIE,3/10/20,,5
Liechtenstein,LIE,3/11/20,,6
Liechtenstein,LIE,3/12/20,78.66376485,7
Liechtenstein,LIE,3/13/20,104.8850198,8
Liechtenstein,LIE,3/14/20,104.8850198,9
Liechtenstein,LIE,3/15/20,104.8850198,10
Liechtenstein,LIE,3/16/20,183.5487846,11
Liechtenstein,LIE,3/17/20,183.5487846,12
Liechtenstein,LIE,3/18/20,183.5487846,13
Liechtenstein,LIE,3/19/20,655.5313737,14
Liechtenstein,LIE,3/20/20,655.5313737,15
Liechtenstein,LIE,3/21/20,891.5226683,16
Liechtenstein,LIE,3/22/20,943.9651782,17
Liechtenstein,LIE,3/23/20,1206.177728,18
Liechtenstein,LIE,3/24/20,1206.177728,19
Liechtenstein,LIE,3/25/20,1232.398983,20
Liechtenstein,LIE,3/26/20,1337.284002,21
Liechtenstein,LIE,3/27/20,1468.390277,22
Liechtenstein,LIE,3/28/20,1573.275297,23
Liechtenstein,LIE,3/29/20,1599.496552,24
Liechtenstein,LIE,3/30/20,1625.717807,25
Liechtenstein,LIE,3/31/20,1678.160317,26
Liechtenstein,LIE,4/1/20,1783.045337,27
Liechtenstein,LIE,4/2/20,1887.930356,28
Liechtenstein,LIE,4/3/20,1966.594121,29
Liechtenstein,LIE,4/4/20,1966.594121,30
Liechtenstein,LIE,4/5/20,2019.036631,31
Liechtenstein,LIE,4/6/20,2045.257886,32
Liechtenstein,LIE,4/7/20,2045.257886,33
Liechtenstein,LIE,4/8/20,2045.257886,34
Liechtenstein,LIE,4/9/20,2071.479141,35
Liechtenstein,LIE,4/10/20,2071.479141,36
Liechtenstein,LIE,4/11/20,2097.700396,37
Liechtenstein,LIE,4/12/20,2097.700396,38
Liechtenstein,LIE,4/13/20,2097.700396,39
Liechtenstein,LIE,4/14/20,2123.921651,40
Liechtenstein,LIE,4/15/20,2123.921651,41
Liechtenstein,LIE,4/16/20,2123.921651,42
Liechtenstein,LIE,4/17/20,2123.921651,43
Liechtenstein,LIE,4/18/20,2123.921651,44
Liechtenstein,LIE,4/19/20,2150.142906,45
Lithuania,LTU,12/31/19,0,
Lithuania,LTU,1/1/20,0,
Lithuania,LTU,1/2/20,0,
Lithuania,LTU,1/3/20,0,
Lithuania,LTU,1/4/20,0,
Lithuania,LTU,1/5/20,0,
Lithuania,LTU,1/6/20,0,
Lithuania,LTU,1/7/20,0,
Lithuania,LTU,1/8/20,0,
Lithuania,LTU,1/9/20,0,
Lithuania,LTU,1/10/20,0,
Lithuania,LTU,1/11/20,0,
Lithuania,LTU,1/12/20,0,
Lithuania,LTU,1/13/20,0,
Lithuania,LTU,1/14/20,0,
Lithuania,LTU,1/15/20,0,
Lithuania,LTU,1/16/20,0,
Lithuania,LTU,1/17/20,0,
Lithuania,LTU,1/18/20,0,
Lithuania,LTU,1/19/20,0,
Lithuania,LTU,1/20/20,0,
Lithuania,LTU,1/21/20,0,
Lithuania,LTU,1/22/20,0,
Lithuania,LTU,1/23/20,0,
Lithuania,LTU,1/24/20,0,
Lithuania,LTU,1/25/20,0,
Lithuania,LTU,1/26/20,0,
Lithuania,LTU,1/27/20,0,
Lithuania,LTU,1/28/20,0,
Lithuania,LTU,1/29/20,0,
Lithuania,LTU,1/30/20,0,
Lithuania,LTU,1/31/20,0,
Lithuania,LTU,2/1/20,0,
Lithuania,LTU,2/2/20,0,
Lithuania,LTU,2/3/20,0,
Lithuania,LTU,2/4/20,0,
Lithuania,LTU,2/5/20,0,
Lithuania,LTU,2/6/20,0,
Lithuania,LTU,2/7/20,0,
Lithuania,LTU,2/8/20,0,
Lithuania,LTU,2/9/20,0,
Lithuania,LTU,2/10/20,0,
Lithuania,LTU,2/11/20,0,
Lithuania,LTU,2/12/20,0,
Lithuania,LTU,2/13/20,0,
Lithuania,LTU,2/14/20,0,
Lithuania,LTU,2/15/20,0,
Lithuania,LTU,2/16/20,0,
Lithuania,LTU,2/17/20,0,
Lithuania,LTU,2/18/20,0,
Lithuania,LTU,2/19/20,0,
Lithuania,LTU,2/20/20,0,
Lithuania,LTU,2/21/20,0,
Lithuania,LTU,2/22/20,0,
Lithuania,LTU,2/23/20,0,
Lithuania,LTU,2/24/20,0,
Lithuania,LTU,2/25/20,0,
Lithuania,LTU,2/26/20,0,
Lithuania,LTU,2/27/20,0,
Lithuania,LTU,2/28/20,0.367337658,
Lithuania,LTU,2/29/20,0.367337658,
Lithuania,LTU,3/1/20,0.367337658,
Lithuania,LTU,3/2/20,0.367337658,
Lithuania,LTU,3/11/20,1.102012974,0
Lithuania,LTU,3/12/20,1.102012974,1
Lithuania,LTU,3/13/20,,2
Lithuania,LTU,3/14/20,2.204025947,3
Lithuania,LTU,3/15/20,3.306038921,4
Lithuania,LTU,3/16/20,5.14272721,5
Lithuania,LTU,3/17/20,6.244740184,6
Lithuania,LTU,3/18/20,9.183441447,7
Lithuania,LTU,3/19/20,12.12214271,8
Lithuania,LTU,3/20/20,17.63220758,9
Lithuania,LTU,3/21/20,25.34629839,10
Lithuania,LTU,3/22/20,38.57045408,11
Lithuania,LTU,3/23/20,52.52928508,12
Lithuania,LTU,3/24/20,65.75344076,13
Lithuania,LTU,3/25/20,76.7735705,14
Lithuania,LTU,3/26/20,100.6505183,15
Lithuania,LTU,3/27/20,109.8339597,16
Lithuania,LTU,3/28/20,131.5068815,17
Lithuania,LTU,3/29/20,144.7310372,18
Lithuania,LTU,3/30/20,177.7914264,19
Lithuania,LTU,3/31/20,177.7914264,20
Lithuania,LTU,4/1/20,195.7909716,21
Lithuania,LTU,4/2/20,213.4231792,22
Lithuania,LTU,4/3/20,238.40214,23
Lithuania,LTU,4/4/20,283.2173342,24
Lithuania,LTU,4/5/20,283.2173342,25
Lithuania,LTU,4/6/20,297.9108405,26
Lithuania,LTU,4/7/20,309.6656456,27
Lithuania,LTU,4/8/20,323.2571389,28
Lithuania,LTU,4/9/20,335.011944,29
Lithuania,LTU,4/10/20,350.8074633,30
Lithuania,LTU,4/11/20,366.9703202,31
Lithuania,LTU,4/12/20,386.8065537,32
Lithuania,LTU,4/13/20,390.1125927,33
Lithuania,LTU,4/14/20,393.0512939,34
Lithuania,LTU,4/15/20,393.0512939,35
Lithuania,LTU,4/16/20,400.7653847,36
Lithuania,LTU,4/17/20,422.0709689,37
Lithuania,LTU,4/18/20,455.1313581,38
Lithuania,LTU,4/19/20,476.8042799,39
Luxembourg,LUX,12/31/19,0,
Luxembourg,LUX,1/1/20,0,
Luxembourg,LUX,1/2/20,0,
Luxembourg,LUX,1/3/20,0,
Luxembourg,LUX,1/4/20,0,
Luxembourg,LUX,1/5/20,0,
Luxembourg,LUX,1/6/20,0,
Luxembourg,LUX,1/7/20,0,
Luxembourg,LUX,1/8/20,0,
Luxembourg,LUX,1/9/20,0,
Luxembourg,LUX,1/10/20,0,
Luxembourg,LUX,1/11/20,0,
Luxembourg,LUX,1/12/20,0,
